,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
478,0.0,123.23,760.25,123.23,637.02
479,4045.07,4045.07,23995.24,4045.07,19950.17
480,1214.3,1214.3,5251.0,2428.6,1411.2
481,0.0,67.57,290.0,135.14,77.43
482,223.66,223.66,1035.0,223.66,811.34
483,183.93,183.93,1224.0,367.86,428.07
484,333.44,333.44,4125.0,1667.21,491.56
485,842.74,842.74,3059.38,1685.48,686.95
486,217.64,217.64,4220.7,1305.87,485.81
487,797.54,797.54,2750.0,797.54,1952.46
488,1319.75,1319.75,10047.0,3959.26,2029.25
489,42.79,42.79,110.0,42.79,67.21
490,67.31,67.31,1307.91,201.92,368.66
491,67.21,67.21,982.06,134.42,423.82
492,86.23,86.23,360.0,172.46,93.77
493,48.49,48.49,163.0,48.49,114.51
494,0.0,213.87,676.72,213.87,462.85
495,0.0,48.85,1000.0,48.85,951.15
496,0.0,48.85,3000.0,146.54,951.15
497,46.14,46.14,6952.0,461.36,649.06
498,220.0,220.0,462.0,220.0,242.0
499,0.0,210.95,4876.39,4218.97,32.87
500,28.9,28.9,468.1,28.9,439.2
501,671.48,671.48,2790.7,1342.97,723.87
502,249.07,249.07,3111.3,747.21,788.03
503,714.2,714.2,74700.0,12855.68,3435.8
504,160.64,160.64,4680.0,963.82,619.36
505,72.37,72.37,2500.0,723.67,177.63
506,199.22,199.22,5096.56,796.86,1074.92
507,842.74,842.74,3059.38,1685.48,686.95
508,143.09,143.09,1610.0,286.18,661.91
509,0.0,148.02,812.0,148.02,663.98
510,0.0,38.92,587.0,38.92,548.08
511,51.36,51.36,306.9,102.71,102.09
512,517.64,517.64,3144.9,1035.28,1054.81
513,0.0,921.37,7402.72,921.37,6481.35
514,2935.26,2935.26,14266.34,5870.53,4197.91
515,76.46,76.46,1035.0,382.32,130.54
516,36.0,36.0,622.0,36.0,586.0
517,67.21,67.21,1208.25,67.21,1141.04
518,509.98,509.98,7800.0,1529.93,2090.02
519,694.6,694.6,31500.0,3472.99,5605.4
520,0.0,242.78,1970.0,485.55,742.22
521,0.0,722.34,3837.4,722.34,3115.06
522,0.0,518.59,4893.0,2592.94,460.01
523,3624.09,3624.09,13800.0,7248.18,3275.91
524,144.4,144.4,420.69,144.4,276.29
525,841.63,841.63,1756.0,841.63,914.37
526,0.0,567.27,1697.71,567.27,1130.44
527,144.4,144.4,485.0,144.4,340.6
528,50.54,50.54,796.0,101.08,347.46
529,0.0,333.2,12264.0,3998.41,688.8
530,504.53,504.53,4994.0,1009.05,1992.47
531,0.0,374.14,6832.0,2619.0,601.86
532,852.37,852.37,12213.0,3409.48,2200.88
533,335.51,335.51,51635.5,11742.95,1139.79
534,0.0,791.1,30532.5,7911.01,2262.15
535,0.0,928.07,3395.0,928.07,2466.93
536,0.0,61.88,4886.2,618.84,426.74
537,42.99,42.99,732.0,85.97,323.01
538,11.02,11.02,553.82,22.03,265.89
539,76.74,76.74,1242.0,460.41,130.27
540,222.0,222.0,732.0,222.0,510.0
541,33.79,33.79,427.0,33.79,393.21
542,112.64,112.64,1028.5,225.28,401.61
543,144.4,144.4,2425.0,722.0,340.6
544,50.54,50.54,310.0,50.54,259.46
545,72.34,72.34,893.0,72.34,820.66
546,210.95,210.95,4148.34,3586.12,33.07
547,0.0,1168.41,11581.88,4673.63,1727.06
548,1048.4,1048.4,8744.0,4193.61,1137.6
549,42.79,42.79,120.12,42.79,77.33
550,0.0,319.29,13065.0,1915.76,1858.21
551,0.0,145.86,1246.4,291.71,477.34
552,0.0,98.63,3308.5,986.31,232.22
553,0.0,406.12,2044.2,406.12,1638.08
554,97.53,97.53,648.3,97.53,550.77
555,10.7,10.7,419.0,10.7,408.3
556,0.0,98.63,225.0,98.63,126.37
557,0.0,136.98,734.5,136.98,597.52
558,2227.85,2227.85,27600.0,4455.7,11572.15
559,305.31,305.31,2316.38,610.62,852.88
560,90.91,90.91,3105.0,1363.68,116.09
561,42.35,42.35,634.5,42.35,592.15
562,33.79,33.79,1708.0,135.17,393.21
563,3.8,3.8,301.07,3.8,297.27
564,344.32,344.32,1306.03,344.32,961.71
565,131.87,131.87,7100.0,2637.36,223.13
566,224.13,224.13,8700.0,1344.78,1225.87
567,200.3,200.3,999.95,200.3,799.65
568,0.0,113.06,2050.0,565.29,296.94
569,773.91,773.91,2200.0,773.91,1426.09
570,477.85,477.85,4893.0,2389.27,500.75
571,136.25,136.25,3660.0,681.25,595.75
572,62.82,62.82,153.25,62.82,90.43
573,101.4,101.4,663.88,101.4,562.48
574,0.0,483.67,2025.2,483.67,1541.53
575,217.64,217.64,4220.7,1305.87,485.81
576,0.0,144.4,2440.0,722.0,343.6
577,62.82,62.82,306.9,125.64,90.63
578,0.0,46.17,9940.0,461.74,947.83
579,0.0,286.82,2756.25,1434.11,264.43
580,797.54,797.54,5500.0,1595.08,1952.46
581,36.52,36.52,950.0,73.04,438.48
582,701.72,701.72,2278.45,701.72,1576.73
583,88.03,88.03,1500.0,352.13,286.97
584,1368.31,1368.31,6273.0,1368.31,4904.69
585,33.75,33.75,532.76,33.75,499.01
586,80.09,80.09,605.4,80.09,525.31
587,227.18,227.18,1379.26,454.37,462.44
588,0.0,5301.49,13776.88,5301.49,8475.39
589,172.13,172.13,1867.7,344.27,761.72
590,58.36,58.36,670.0,116.73,276.64
591,0.0,330.09,1944.0,330.09,1613.91
592,0.0,453.27,2133.25,453.27,1679.98
593,253.0,253.0,424.0,253.0,171.0
594,0.0,1261.99,2068.5,1261.99,806.51
595,0.0,1261.99,2068.5,1261.99,806.51
596,0.0,1067.99,4928.4,2135.98,1396.21
597,1130.54,1130.54,4928.4,2261.08,1333.66
598,2061.24,2061.24,13740.0,6183.72,2518.76
599,518.74,518.74,2325.34,518.74,1806.6
600,60.64,60.64,564.1,60.64,503.46
601,685.68,685.68,6460.0,2742.7,929.32
602,295.91,295.91,1451.65,295.91,1155.74
603,0.0,206.11,1144.0,412.22,365.89
604,0.0,363.09,1624.0,726.18,448.91
605,0.0,599.82,3096.0,1199.64,948.18
606,0.0,83.98,4976.0,671.87,538.02
607,0.0,236.74,4930.0,1183.69,749.26
608,279.88,279.88,9064.0,2239.06,853.12
609,165.95,165.95,1877.06,331.9,772.58
610,42.79,42.79,452.58,128.38,108.07
611,0.0,4434.97,474.14,4434.97,-3960.83
612,806.14,806.14,12213.0,3224.57,2247.11
613,0.0,324.05,1526.77,324.05,1202.72
614,0.0,190.25,6528.0,1141.51,897.75
615,0.0,244.07,77760.0,14643.92,1051.93
616,170.19,170.19,689.0,170.19,518.81
617,181.72,181.72,11560.0,3634.36,396.28
618,253.0,253.0,385.0,253.0,132.0
619,0.0,101.07,6105.0,1516.01,305.93
620,0.0,113.69,4344.0,909.55,429.31
621,115.41,115.41,8190.0,692.44,1249.59
622,168.7,168.7,1139.88,168.7,971.18
623,117.49,117.49,7900.0,1174.89,672.51
624,77.57,77.57,420.0,155.15,132.43
625,0.0,335.46,24145.8,9392.95,526.89
626,0.0,149.98,617.2,149.98,467.22
627,222.0,222.0,1464.0,444.0,510.0
628,0.0,30.65,1165.86,61.3,552.28
629,0.0,30.65,1748.79,91.95,552.28
630,97.49,97.49,265.08,97.49,167.59
631,0.0,114.65,1185.0,229.29,477.85
632,321.87,321.87,1926.0,965.61,320.13
633,0.0,104.4,1988.8,208.8,890.0
634,0.0,65.47,1265.0,130.94,567.03
635,287.63,287.63,5880.0,1725.78,692.37
636,0.0,471.48,4522.0,1885.91,659.02
637,0.0,160.02,1680.0,320.04,679.98
638,0.0,710.13,7370.0,2840.53,1132.37
639,0.0,736.2,3829.0,1472.41,1178.3
640,0.0,244.63,12393.0,2446.31,994.67
641,0.0,213.38,8376.0,1707.07,833.62
642,0.0,213.77,4825.0,1068.83,751.23
643,0.0,62.28,1032.0,124.56,453.72
644,171.87,171.87,453.24,171.87,281.37
645,0.0,1952.03,38063.65,9760.13,5660.7
646,0.0,295.95,15680.0,4735.23,684.05
647,0.0,62.4,5460.0,374.39,847.6
648,407.85,407.85,1140.86,407.85,733.01
649,0.0,116.78,3000.0,467.13,633.22
650,848.3,848.3,4210.6,1696.61,1257.0
651,208.61,208.61,775.6,208.61,567.0
652,0.0,59.77,801.28,119.54,340.87
653,200.3,200.3,1999.81,400.6,799.61
654,266.04,266.04,52200.0,9577.26,1183.97
655,3900.52,3900.52,12500.0,3900.52,8599.48
656,79.79,79.79,1288.0,159.57,564.21
657,83.72,83.72,1141.6,167.44,487.08
658,80.09,80.09,605.4,80.09,525.31
659,253.0,253.0,425.0,253.0,172.0
660,55.83,55.83,563.5,55.83,507.67
661,253.0,253.0,424.0,253.0,171.0
662,0.0,332.9,9900.0,3994.81,492.1
663,200.3,200.3,999.91,200.3,799.61
664,7.6,7.6,739.66,7.6,732.06
665,206.22,206.22,9364.5,2062.24,730.23
666,378.12,378.12,38979.6,11343.64,921.2
667,602.39,602.39,3668.0,602.39,3065.61
668,68.34,68.34,1625.06,136.67,744.19
669,135.69,135.69,1940.0,542.76,349.31
670,54.8,54.8,1500.0,219.2,320.2
671,432.0,432.0,1206.0,1728.0,-130.5
672,0.0,199335.56,32582.18,199335.56,-166753.38
673,0.0,47.7,1128.2,95.4,516.4
674,717.66,717.66,4436.0,1435.32,1500.34
675,200.3,200.3,999.91,200.3,799.61
676,42.79,42.79,94.5,42.79,51.71
677,562.77,562.77,1697.71,562.77,1134.94
678,0.0,483.67,4050.4,967.34,1541.53
679,174.94,174.94,3196.4,699.77,624.16
680,321.87,321.87,1926.0,965.61,320.13
681,89.98,89.98,9270.0,539.86,1455.02
682,0.0,752.71,3026.6,752.71,2273.89
683,0.0,111.07,2437.59,333.2,701.46
684,253.0,253.0,385.0,253.0,132.0
685,7.2,7.2,1310.0,14.4,647.8
686,43.24,43.24,5045.0,432.37,461.26
687,0.0,120.27,7159.2,1443.18,476.34
688,135.69,135.69,510.0,135.69,374.31
689,355.29,355.29,29506.0,7105.79,1120.01
690,1465.29,1465.29,7460.0,2930.59,2264.71
691,92.33,92.33,245.0,92.33,152.67
692,227.74,227.74,1410.0,227.74,1182.26
693,65.63,65.63,1657.94,131.25,763.34
694,654.97,654.97,2098.6,1309.94,394.33
695,23.77,23.77,1263.68,47.53,608.07
696,67.69,67.69,1600.38,135.37,732.5
697,62.82,62.82,905.0,314.09,118.18
698,77.57,77.57,1125.0,387.87,147.43
699,668.43,668.43,1572.45,668.43,904.02
700,0.0,835.04,6400.0,3340.17,764.96
701,0.0,381.64,6438.0,2289.82,691.36
702,0.0,257.09,5976.0,1542.56,738.91
703,0.0,197.63,1115.0,395.26,359.87
704,48.49,48.49,192.0,48.49,143.51
705,54.8,54.8,620.0,109.6,255.2
706,0.0,86.18,1506.08,172.35,666.86
707,0.0,629.46,9300.0,3776.75,920.54
708,0.0,595.77,9000.0,3574.62,904.23
709,48.03,48.03,564.1,48.03,516.07
710,205.2,205.2,521.04,205.2,315.84
711,135.69,135.69,1940.0,542.76,349.31
712,54.8,54.8,1240.0,219.2,255.2
713,77.57,77.57,465.0,232.72,77.43
714,0.0,77.8,2158.4,311.18,461.8
715,0.0,246.69,2760.0,493.38,1133.31
716,92.24,92.24,4962.0,1383.54,238.56
717,42.65,42.65,690.0,85.29,302.35
718,155.39,155.39,1989.28,310.77,839.25
719,80.09,80.09,1210.8,160.18,525.31
720,177.85,177.85,735.65,177.85,557.8
721,331.33,331.33,1217.5,662.65,277.42
722,0.0,117.09,8100.0,1170.9,692.91
723,0.0,798.08,3153.92,3192.33,-9.6
724,0.0,670.74,2818.4,670.74,2147.66
725,111.07,111.07,812.43,111.07,701.36
726,236.06,236.06,6180.0,1416.34,793.94
727,32.24,32.24,1831.28,128.97,425.58
728,87.04,87.04,2940.0,174.08,1382.96
729,1072.93,1072.93,4372.0,2145.86,1113.07
730,144.19,144.19,3750.0,1441.92,230.81
731,0.0,122.35,1125.0,367.04,252.65
732,0.0,236.03,7962.5,2360.31,560.22
733,0.0,237.87,8505.0,2378.73,612.63
734,76.68,76.68,1270.0,153.36,558.32
735,227.18,227.18,702.59,227.18,475.41
736,521.59,521.59,1265.0,521.59,743.41
737,174.16,174.16,1350.0,348.32,500.84
738,91.63,91.63,1392.0,183.26,604.37
739,0.0,61.88,4397.58,556.96,426.74
740,0.0,171.66,4260.0,1029.98,538.34
741,0.0,1273.61,10047.0,3820.84,2075.39
742,0.0,1304.15,5330.0,2608.29,1360.85
743,97.49,97.49,435.72,97.49,338.23
744,97.53,97.53,648.3,97.53,550.77
745,10.7,10.7,419.0,10.7,408.3
746,18.14,18.14,36950.0,1813.59,351.36
747,0.0,514.77,22504.4,2573.85,3986.11
748,0.0,114.05,2502.8,456.18,511.65
749,100.68,100.68,3128.5,503.4,525.02
750,0.0,98.64,3754.2,591.85,527.06
751,0.0,546.03,3036.0,1092.06,971.97
752,0.0,1220.15,2776.65,1220.15,1556.5
753,473.55,473.55,2008.0,473.55,1534.45
754,0.0,152.07,3522.0,912.43,434.93
755,0.0,230.29,3122.0,921.15,550.21
756,0.0,345.97,1165.95,345.97,819.98
757,0.0,322.13,1112.0,322.13,789.87
758,0.0,192.93,5016.8,771.72,1061.27
759,54.8,54.8,310.0,54.8,255.2
760,141.3,141.3,1455.0,423.89,343.7
761,0.0,185.81,2764.11,557.42,735.56
762,123.23,123.23,518.97,123.23,395.73
763,773.12,773.12,21372.75,5411.87,2280.13
764,665.36,665.36,1054.0,665.36,388.64
765,276.18,276.18,1047.7,552.36,247.67
766,925.21,925.21,4372.0,1850.42,1260.79
767,136.58,136.58,727.58,136.58,591.0
768,0.0,82.32,343.0,82.32,260.68
769,405.35,405.35,2928.0,1216.06,570.65
770,260.2,260.2,732.0,260.2,471.8
771,345.97,345.97,1165.95,345.97,819.98
772,0.0,27.79,809.3,55.57,376.86
773,65.25,65.25,1297.0,130.51,583.25
774,64.34,64.34,1297.0,128.69,584.16
775,64.34,64.34,1386.7,128.69,629.01
776,210.24,210.24,576.03,210.24,365.79
777,265.64,265.64,657.12,265.64,391.48
778,205.2,205.2,499.7,205.2,294.5
779,0.0,76.36,659.6,76.36,583.24
780,15.03,15.03,1230.0,150.32,107.97
781,133.05,133.05,7100.0,2660.93,221.95
782,133.05,133.05,5325.0,1995.7,221.95
783,1357.1,1357.1,2068.5,1357.1,711.4
784,1130.54,1130.54,4928.4,2261.08,1333.66
785,295.59,295.59,5880.0,1773.52,684.41
786,0.0,185.06,1074.04,185.06,888.98
787,42.63,42.63,3155.52,170.5,746.26
788,0.0,297.42,727.31,297.42,429.89
789,54.8,54.8,624.27,54.8,569.47
790,206.11,206.11,572.0,206.11,365.89
791,0.0,363.09,4872.0,2178.55,448.91
792,0.0,671.28,1548.0,671.28,876.72
793,0.0,66.99,1320.0,133.98,593.01
794,172.53,172.53,2372.34,345.06,1013.64
795,0.0,202.71,2025.0,608.14,472.29
796,161.73,161.73,4692.65,808.65,776.8
797,0.0,675.99,13329.44,5407.95,990.19
798,345.97,345.97,1165.95,345.97,819.98
799,0.0,131.45,32783.62,7098.51,475.65
800,0.0,137.76,16510.82,3719.48,473.75
801,0.0,203.69,2260.25,611.06,549.73
802,0.0,126.45,1606.44,379.36,409.03
803,144.4,144.4,1717.5,433.2,428.1
804,0.0,323.11,794.0,323.11,470.89
805,165.65,165.65,941.0,165.65,775.35
806,110.15,110.15,2545.2,440.58,526.15
807,171.87,171.87,400.0,171.87,228.13
808,0.0,2549.57,14266.34,5099.14,4583.6
809,156.34,156.34,2394.0,469.01,641.66
810,42.79,42.79,139.0,42.79,96.21
811,150.16,150.16,2360.1,450.49,636.54
812,0.0,255.13,8420.0,1020.51,1849.87
813,0.0,216.25,3260.0,1081.24,435.75
814,0.0,195.43,3874.0,781.73,773.07
815,1389.6,1389.6,4436.54,2779.2,828.67
816,257.6,257.6,8100.0,2575.95,552.4
817,0.0,384.87,17077.5,4233.54,1167.63
818,54.8,54.8,348.0,54.8,293.2
819,1195.0,1195.0,3120.0,1195.0,1925.0
820,97.49,97.49,315.0,97.49,217.51
821,171.87,171.87,871.44,343.73,263.85
822,0.0,316.45,1127.0,316.45,810.55
823,1306.63,1306.63,4956.73,1306.63,3650.1
824,155.25,155.25,1628.0,620.99,251.75
825,0.0,132.16,2165.0,528.65,409.09
826,0.0,203.04,5460.0,812.15,1161.96
827,122.18,122.18,2727.0,488.72,559.57
828,0.0,649.31,3200.0,649.31,2550.69
829,0.0,590.21,6400.0,1180.41,2609.79
830,0.0,595.74,3200.0,595.74,2604.26
831,585.92,585.92,3521.6,585.92,2935.68
832,429.81,429.81,38979.6,12894.24,869.51
833,788.54,788.54,12750.0,2365.62,3461.46
834,244.91,244.91,846.2,244.91,601.29
835,0.0,270.68,2101.38,541.35,780.01
836,0.0,230.7,4265.1,461.4,1901.85
837,790.28,790.28,14600.0,3161.13,2859.72
838,753.71,753.71,13000.0,3014.83,2496.29
839,703.11,703.11,12750.0,3515.54,1846.89
840,0.0,67.57,310.0,135.14,87.43
841,0.0,264.47,19243.56,5553.86,651.89
842,5169.85,5169.85,25258.15,5169.85,20088.3
843,0.0,324.71,3845.8,1298.83,636.74
844,89.76,89.76,485.2,89.76,395.44
845,72.34,72.34,570.3,72.34,497.96
846,0.0,89.76,485.2,89.76,395.44
847,0.0,72.34,570.3,72.34,497.96
848,0.0,236.2,4116.0,1417.21,449.8
849,220.0,220.0,924.0,440.0,242.0
850,0.0,1931.62,8377.26,3863.23,2257.01
851,0.0,277.5,14000.0,277.5,13722.5
852,333.0,333.0,9900.0,3995.98,492.0
853,257.6,257.6,8100.0,2575.95,552.4
854,1225.86,1225.86,3521.6,1225.86,2295.74
855,92.33,92.33,2070.0,923.31,114.67
856,0.0,282.91,4820.0,1131.63,922.09
857,0.0,223.92,2927.5,1119.59,361.58
858,0.0,249.92,3240.0,1249.59,398.08
859,567.27,567.27,1697.71,567.27,1130.44
860,0.0,75.77,4106.5,378.86,745.53
861,0.0,193.86,4125.0,193.86,3931.14
862,0.0,197.36,1369.18,197.36,1171.82
863,55.23,55.23,1772.0,110.46,830.77
864,36.8,36.8,1390.0,73.59,658.2
865,80.09,80.09,1330.0,160.18,584.91
866,0.0,1721.28,18869.0,1721.28,17147.72
867,179.31,179.31,600.0,179.31,420.69
868,0.0,514.93,12500.0,5149.29,735.07
869,0.0,301.16,5472.0,1806.93,610.84
870,0.0,750.38,6924.0,4502.25,403.62
871,0.0,43.88,4176.0,263.28,652.12
872,0.0,215.26,5328.0,1291.57,672.74
873,0.0,128.74,5090.0,1287.37,380.26
874,122.67,122.67,2442.0,736.0,284.33
875,0.0,490.5,31024.0,7848.04,1448.5
876,0.0,330.66,3192.0,991.99,733.34
877,144.4,144.4,2425.0,722.0,340.6
878,54.8,54.8,1550.0,274.0,255.2
879,0.0,244.61,8764.0,1712.29,1007.39
880,82.15,82.15,2160.0,246.45,637.85
881,335.77,335.77,1215.5,335.77,879.73
882,74.45,74.45,1850.0,744.5,110.55
883,42.79,42.79,625.0,213.97,82.21
884,72.37,72.37,326.0,144.73,90.63
885,97.49,97.49,714.0,292.48,140.51
886,144.2,144.2,1488.0,432.6,351.8
887,396.78,396.78,3904.0,1587.1,579.22
888,291.48,291.48,44259.0,8744.54,1183.82
889,0.0,374.14,3904.0,1496.57,601.86
890,290.21,290.21,29506.0,5804.18,1185.09
891,844.23,844.23,12213.0,3376.92,2209.02
892,62.82,62.82,310.0,125.64,92.18
893,0.0,227.21,4028.0,908.84,779.79
894,0.0,156.55,853.0,156.55,696.45
895,338.22,338.22,9438.8,1352.89,2021.48
896,0.0,301.83,1139.86,301.83,838.03
897,82.15,82.15,2880.0,328.6,637.85
898,1135.53,1135.53,7392.6,3406.59,1328.67
899,1261.99,1261.99,4137.0,2523.98,806.51
900,91.5,91.5,1653.6,366.02,321.9
901,0.0,181.44,785.0,181.44,603.56
902,0.0,1884.35,5909.84,1884.35,4025.49
903,0.0,628.8,4471.8,1257.6,1607.1
904,0.0,282.47,12360.0,3389.64,747.53
905,0.0,82.37,870.0,164.74,352.63
906,0.0,2121.33,5251.28,2121.33,3129.95
907,430.03,430.03,38979.6,12900.92,869.29
908,73.01,73.01,1320.0,73.01,1246.99
909,72.97,72.97,483.54,72.97,410.58
910,72.37,72.37,155.0,72.37,82.63
911,0.0,150.77,2450.0,753.85,339.23
912,32.38,32.38,1228.0,129.51,274.62
913,31.14,31.14,661.2,31.14,630.06
914,572.12,572.12,3392.5,1144.25,1124.13
915,917.05,917.05,2290.12,917.05,1373.07
916,469.69,469.69,2278.45,469.69,1808.76
917,86.15,86.15,11025.0,1292.21,648.85
918,210.34,210.34,6348.0,841.34,1376.66
919,438.86,438.86,4796.25,1316.59,1159.89
920,0.0,1149.73,6654.0,3449.19,1068.27
921,0.0,110.45,785.0,110.45,674.55
922,264.47,264.47,19243.56,5553.86,651.89
923,345.81,345.81,690.0,691.62,-0.81
924,0.0,90.71,1575.0,181.42,696.79
925,62.95,62.95,154.31,62.95,91.36
926,48.2,48.2,120.0,48.2,71.8
927,0.0,183.81,3308.68,367.61,1470.53
928,0.0,0.0,7444.77,0.0,2481.59
929,457.78,457.78,4522.0,1831.12,672.72
930,249.45,249.45,1284.0,249.45,1034.55
931,2754.67,2754.67,25258.15,2754.67,22503.48
932,210.24,210.24,668.0,210.24,457.76
933,0.0,120.77,758.5,120.77,637.73
934,10.82,10.82,1575.0,32.46,514.18
935,43.81,43.81,3751.2,262.85,581.39
936,48.94,48.94,1875.6,146.81,576.26
937,78.65,78.65,155.0,78.65,76.35
938,227.62,227.62,2949.0,682.85,755.38
939,0.0,66.88,535.0,66.88,468.12
940,48.2,48.2,125.0,48.2,76.8
941,62.95,62.95,155.0,62.95,92.05
942,6587.67,6587.67,1048.97,6587.67,-5538.7
943,348.7,348.7,2112.7,697.4,707.65
944,242.78,242.78,1970.0,485.55,742.22
945,0.0,31.14,661.2,31.14,630.06
946,185.95,185.95,18700.0,3719.07,749.05
947,457.71,457.71,13065.0,2746.25,1719.79
948,0.0,182.87,5973.0,548.62,1808.13
949,4.8,4.8,1230.0,48.02,118.2
950,135.18,135.18,2116.5,405.53,570.32
951,136.6,136.6,2116.5,409.8,568.9
952,210.24,210.24,4242.0,1471.68,395.76
953,260.2,260.2,813.0,260.2,552.8
954,216.17,216.17,6118.4,1729.33,548.63
955,97.49,97.49,265.08,97.49,167.59
956,173.0,173.0,597.0,173.0,424.0
