,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
957,0.0,333.77,7756.0,1668.85,1217.43
958,0.0,369.86,1584.6,369.86,1214.74
959,0.0,88.53,1349.64,177.06,586.29
960,2613.6,2613.6,36965.56,5227.2,15869.18
961,0.0,129.95,2160.0,389.85,590.05
962,0.0,0.0,9700.0,0.0,9700.0
963,223.04,223.04,653.0,223.04,429.96
964,0.0,43.93,2200.0,87.87,1056.07
965,0.0,1062.78,4372.0,2125.57,1123.22
966,0.0,144.47,3516.4,1444.71,207.17
967,0.0,360.69,3948.62,721.38,1613.62
968,0.0,886.73,2874.31,886.73,1987.58
969,0.0,610.78,4430.0,1221.56,1604.22
970,253.0,253.0,924.0,506.0,209.0
971,0.0,1204.71,8873.08,4818.85,1013.56
972,0.0,71.02,1225.2,142.04,541.58
973,0.0,1048.9,16000.0,5244.49,2151.1
974,0.0,126.46,9372.0,1517.55,654.54
975,0.0,191.22,17700.0,2868.3,988.78
976,314.44,314.44,29506.0,6288.76,1160.86
977,363.31,363.31,22891.6,7266.24,781.27
978,92.32,92.32,6616.0,1846.35,238.48
979,741.05,741.05,10484.6,2964.18,1880.1
980,0.0,119.95,1038.28,239.89,399.19
981,470.05,470.05,1443.3,470.05,973.25
982,0.0,217.51,1033.0,217.51,815.49
983,39.22,39.22,295.0,39.22,255.78
984,84.41,84.41,3860.0,844.11,301.59
985,260.2,260.2,813.1,260.2,552.9
986,1216.54,1216.54,3450.74,1216.54,2234.2
987,78.65,78.65,225.0,78.65,146.35
988,0.0,927.84,2256.35,927.84,1328.51
989,260.2,260.2,2196.0,780.6,471.8
990,0.0,240.58,8940.0,2887.02,504.42
991,0.0,226.8,8642.0,2268.0,637.4
992,226.23,226.23,1999.81,452.46,773.68
993,693.77,693.77,1800.0,693.77,1106.23
994,1261.99,1261.99,2068.5,1261.99,806.51
995,0.0,1165.13,3213.0,1165.13,2047.87
996,0.0,1067.99,9856.8,4271.95,1396.21
997,313.65,313.65,16200.0,6273.1,496.35
998,0.0,521.55,1075.31,521.55,553.76
999,0.0,127.11,6028.0,1016.9,626.39
1000,42.8,42.8,497.89,42.8,455.09
1001,0.0,679.75,7200.0,2039.25,1720.25
1002,100.13,100.13,1294.0,200.26,546.87
1003,894.91,894.91,1294.0,1789.82,-247.91
1004,0.0,102.31,1125.0,204.63,460.19
1005,260.2,260.2,1626.21,520.4,552.9
1006,137.83,137.83,6879.51,1240.49,626.56
1007,203.69,203.69,941.77,203.69,738.08
1008,126.54,126.54,669.35,126.54,542.81
1009,68.35,68.35,1726.0,136.7,794.65
1010,388.11,388.11,1045.31,388.11,657.2
1011,68.35,68.35,1803.0,136.7,833.15
1012,330.66,330.66,3192.0,991.99,733.34
1013,331.61,331.61,29506.0,6632.15,1143.69
1014,1388.82,1388.82,3730.0,1388.82,2341.18
1015,144.4,144.4,485.0,144.4,340.6
1016,0.0,436.59,4556.9,873.18,1841.86
1017,0.0,176.15,817.89,176.15,641.74
1018,253.0,253.0,385.0,253.0,132.0
1019,77.13,77.13,3860.0,771.29,308.87
1020,0.0,112.39,5353.05,337.18,1671.96
1021,107.5,107.5,2630.32,429.99,550.08
1022,158.36,158.36,3118.0,633.45,621.14
1023,265.64,265.64,871.44,531.27,170.08
1024,125.68,125.68,700.82,251.36,224.73
1025,57.6,57.6,327.59,57.6,269.99
1026,0.0,170.16,12500.0,1701.62,1079.84
1027,253.0,253.0,462.0,253.0,209.0
1028,0.0,28.41,596.0,28.41,567.59
1029,286.59,286.59,6995.0,2865.87,412.91
1030,168.4,168.4,2397.3,505.21,630.7
1031,78.65,78.65,2100.0,1101.12,71.35
1032,265.64,265.64,3000.0,1593.82,234.36
1033,91.4,91.4,960.34,91.4,868.94
1034,0.0,13.33,772.0,13.33,758.67
1035,0.0,1139.58,4972.3,1139.58,3832.72
1036,0.0,281.46,1385.0,281.46,1103.54
1037,406.12,406.12,1848.9,406.12,1442.78
1038,0.0,341.41,2419.6,682.82,868.39
1039,0.0,348.92,690.0,697.83,-3.92
1040,0.0,68.25,1057.78,136.5,460.64
1041,226.23,226.23,999.91,226.23,773.68
1042,226.23,226.23,999.91,226.23,773.68
1043,955.68,955.68,4372.0,1911.36,1230.32
1044,97.49,97.49,264.0,97.49,166.51
1045,0.0,896.15,2660.9,896.15,1764.75
1046,0.0,9353.62,22417.6,9353.62,13063.98
1047,78.65,78.65,155.0,78.65,76.35
1048,0.0,197.53,899.0,197.53,701.47
1049,0.0,72.88,556.7,72.88,483.82
1050,0.0,400.95,1103.45,400.95,702.5
1051,0.0,159.65,930.0,159.65,770.35
1052,0.0,369.66,2535.87,1108.97,475.63
1053,0.0,585.2,4930.0,1170.39,1879.8
1054,130.97,130.97,2116.5,392.91,574.53
1055,0.0,143.89,4233.0,863.31,561.61
1056,0.0,502.32,5508.0,3013.94,415.68
1057,0.0,239.08,915.0,239.08,675.92
1058,0.0,103.21,2146.95,309.63,612.44
1059,0.0,182.6,2060.0,730.4,332.4
1060,438.39,438.39,4751.0,876.79,1937.11
1061,523.53,523.53,2080.85,523.53,1557.32
1062,164.55,164.55,1899.18,164.55,1734.63
1063,33387.05,33387.05,3298.28,33387.05,-30088.77
1064,78.65,78.65,150.0,78.65,71.35
1065,253.0,253.0,442.75,253.0,189.75
1066,220.0,220.0,462.0,220.0,242.0
1067,345.97,345.97,1165.95,345.97,819.98
1068,0.0,345.97,1165.95,345.97,819.98
1069,0.0,71.72,3052.0,286.9,691.28
1070,0.0,167.31,3380.0,669.24,677.69
1071,685.68,685.68,1615.0,685.68,929.32
1072,685.68,685.68,1615.0,685.68,929.32
1073,685.68,685.68,1615.0,685.68,929.32
1074,685.68,685.68,1615.0,685.68,929.32
1075,144.4,144.4,970.0,288.8,340.6
1076,816.73,1743.86,70020.0,16025.97,6036.14
1077,930.34,2064.16,70020.0,19187.82,5715.84
1078,48.2,48.2,500.0,192.79,76.8
1079,0.0,21.33,1056.48,170.62,110.73
1080,1116.84,1116.84,3706.5,2233.68,736.41
1081,0.0,55.13,1705.06,110.26,797.4
1082,155.35,155.35,3581.0,310.7,1635.15
1083,253.99,253.99,3800.0,507.97,1646.01
1084,0.0,477.16,1280.14,477.16,802.98
1085,0.0,518.59,9786.0,5185.87,460.01
1086,0.0,136.25,3660.0,681.25,595.75
1087,0.0,312.11,5400.0,936.33,1487.89
1088,0.0,274.93,3258.69,824.78,811.3
1089,0.0,207.16,2098.14,621.48,492.22
1090,667.91,667.91,32200.0,6679.11,2552.09
1091,0.0,1798.56,23160.0,7194.25,3991.44
1092,57.6,57.6,1260.0,230.4,257.4
1093,288.77,288.77,44259.0,8663.07,1186.53
1094,0.0,131.24,2328.52,524.96,450.89
1095,0.0,126.1,1546.12,252.21,646.96
1096,6.0,6.0,65.35,60.0,0.54
1097,50.94,50.94,2098.6,356.56,248.86
1098,0.0,751.86,33082.5,22555.72,350.89
1099,62.95,62.95,465.0,188.86,92.05
1100,0.0,326.25,2660.7,652.49,1004.1
1101,0.0,6073.5,34786.12,12146.99,11319.56
1102,332.9,332.9,8250.0,3329.01,492.1
1103,0.0,131.36,1283.8,131.36,1152.44
1104,0.0,1721.28,75476.0,6885.12,17147.72
1105,0.0,144.87,1162.92,289.73,436.59
1106,0.0,96.17,1110.12,192.34,458.89
1107,800.35,800.35,28363.44,6402.83,2745.08
1108,0.0,328.39,1370.74,328.39,1042.35
1109,0.0,273.77,1018.0,273.77,744.23
1110,0.0,133.04,1635.58,266.08,684.75
1111,0.0,325.23,2122.56,1300.94,205.41
1112,222.0,222.0,732.0,222.0,510.0
1113,90.91,90.91,210.0,90.91,119.09
1114,113.59,113.59,305.5,113.59,191.91
1115,144.4,144.4,1940.0,577.6,340.6
1116,0.0,413.55,965.4,413.55,551.85
1117,236.6,236.6,3030.0,1182.99,369.4
1118,0.0,113.64,3980.0,1136.37,284.36
1119,0.0,187.54,1157.93,187.54,970.39
1120,0.0,1088.23,4500.0,1088.23,3411.77
1121,0.0,66.79,1399.04,133.59,632.73
1122,220.0,220.0,462.0,220.0,242.0
1123,0.0,59.54,899.4,178.63,240.26
1124,62.95,62.95,310.0,125.91,92.05
1125,0.0,0.0,2533.27,0.0,2533.27
1126,338.22,338.22,9438.8,1352.89,2021.48
1127,0.0,49.16,772.6,49.16,723.44
1128,220.0,220.0,1848.28,880.0,242.07
1129,0.0,0.0,3583.98,0.0,1194.66
1130,0.0,207.69,1864.0,415.38,724.31
1131,0.0,126.52,1461.6,253.04,604.28
1132,0.0,329.0,1911.0,329.0,1582.0
1133,600.03,600.03,4717.35,1800.09,972.42
1134,0.0,144.4,4850.0,1444.0,340.6
1135,0.0,355.3,6764.76,2131.82,772.16
1136,2392.5,2392.5,1800.0,2392.5,-592.5
1137,421.11,421.11,1130.5,421.11,709.39
1138,89.76,89.76,675.97,89.76,586.21
1139,72.34,72.34,730.17,72.34,657.83
1140,0.0,521.39,16770.0,5213.9,1155.61
1141,0.0,1627.09,12225.0,8135.45,817.91
1142,0.0,0.0,2792.0,0.0,698.0
1143,0.0,315.51,29506.0,6310.2,1159.79
1144,640.51,640.51,9159.75,1921.52,2412.74
1145,0.0,197.53,899.0,197.53,701.47
1146,0.0,76.71,3717.0,460.25,542.79
1147,0.0,70.7,699.5,70.7,628.8
1148,316.45,316.45,650.0,316.45,333.55
1149,0.0,93.3,2480.4,559.81,320.1
1150,0.0,100.7,4150.0,1007.01,314.3
1151,124.77,124.77,4070.0,1247.67,282.23
1152,0.0,132.16,5412.5,1321.62,409.09
1153,0.0,138.9,4956.0,972.31,569.1
1154,0.0,119.27,4880.0,1192.74,368.73
1155,0.0,52.12,16152.5,521.21,1563.13
1156,586.32,586.32,6168.6,1758.97,1469.88
1157,0.0,47.84,662.57,47.84,614.73
1158,0.0,99.37,815.07,99.37,715.7
1159,0.0,142.2,876.98,142.2,734.78
1160,0.0,39.85,588.0,39.85,548.15
1161,131.45,131.45,7921.1,1314.54,660.66
1162,137.63,137.63,7987.9,1376.26,661.16
1163,203.69,203.69,984.15,203.69,780.46
1164,126.29,126.29,699.47,126.29,573.18
1165,127.62,127.62,2116.5,382.87,577.88
1166,1119.39,1119.39,17372.82,6716.37,1776.08
1167,331.33,331.33,670.69,331.33,339.36
1168,379.55,379.55,1466.21,379.55,1086.66
1169,82.34,82.34,6160.8,494.02,944.46
1170,245.96,245.96,6990.0,1475.75,919.04
1171,67.84,67.84,485.0,67.84,417.16
1172,2496.65,2496.65,11530.98,4993.3,3268.84
1173,982.4,982.4,42790.0,10806.45,2907.6
1174,130.12,130.12,3600.0,650.58,589.88
1175,78.68,78.68,1170.0,472.05,116.32
1176,414.84,414.84,1018.0,414.84,603.16
1177,414.84,414.84,2036.0,829.67,603.16
1178,117.24,117.24,906.05,117.24,788.81
1179,173.0,173.0,609.84,173.0,436.84
1180,222.0,222.0,813.1,222.0,591.1
1181,57.6,57.6,353.45,57.6,295.85
1182,218.33,218.33,1850.0,436.67,706.67
1183,57.07,57.07,805.5,57.07,748.43
1184,0.0,96.96,4424.0,775.7,456.04
1185,0.0,160.02,4200.0,800.11,679.98
1186,1931.62,1931.62,9538.0,3863.23,2837.38
1187,90.42,90.42,1696.2,271.25,474.98
1188,251.37,251.37,14636.88,3016.4,968.37
1189,213.77,213.77,6136.02,1282.59,808.9
1190,291.33,291.33,13861.6,2913.27,1094.83
1191,89.76,89.76,790.0,89.76,700.24
1192,72.34,72.34,790.0,72.34,717.66
1193,150.44,150.44,852.0,150.44,701.56
1194,53.71,53.71,755.0,53.71,701.29
1195,108.81,108.81,852.0,108.81,743.19
1196,472.22,472.22,7200.0,1416.65,1927.78
1197,170.55,170.55,620.2,170.55,449.65
1198,0.0,463.36,3284.7,926.71,1178.99
1199,0.0,3280.08,8121.2,3280.08,4841.12
1200,166.83,166.83,742.45,166.83,575.62
1201,93.2,93.2,1208.25,93.2,1115.05
1202,93.2,93.2,1208.25,93.2,1115.05
1203,663.12,663.12,20235.2,5304.97,1866.28
1204,0.0,44.13,2433.44,176.5,564.24
1205,0.0,42.57,2545.52,170.28,593.81
1206,0.0,175.33,2141.2,350.67,895.27
1207,300.0,300.0,1848.0,1200.0,162.0
1208,48.2,48.2,250.0,96.4,76.8
1209,0.0,38.42,1090.0,76.84,506.58
1210,53.33,53.33,1170.0,106.65,531.67
1211,126.71,126.71,976.0,253.43,361.29
1212,235.35,235.35,6592.44,1412.1,863.39
1213,277.2,277.2,1177.25,277.2,900.05
1214,145.23,145.23,601.5,145.23,456.27
1215,1047.18,1047.18,5901.45,1047.18,4854.27
1216,265.64,265.64,1383.4,531.27,426.06
1217,205.2,205.2,2084.16,820.82,315.84
1218,125.68,125.68,1401.64,502.72,224.73
1219,99.22,99.22,756.52,198.45,279.04
1220,0.0,21.33,2641.2,426.55,110.73
1221,78.68,78.68,155.0,78.68,76.32
1222,1931.62,1931.62,4769.0,1931.62,2837.38
1223,78.38,78.38,745.69,78.38,667.31
1224,332.12,332.12,1089.35,332.12,757.23
1225,332.12,332.12,1089.35,332.12,757.23
1226,1721.28,1721.28,75476.0,6885.12,17147.72
1227,63.09,63.09,768.5,63.09,705.41
1228,62.95,62.95,310.0,125.91,92.05
1229,69.55,69.55,1246.74,139.11,553.82
1230,62.95,62.95,153.25,62.95,90.3
1231,265.64,265.64,1383.36,531.27,426.04
1232,81.99,81.99,429.25,81.99,347.26
1233,0.0,235.75,5916.0,1414.5,750.25
1234,63.37,63.37,2180.0,253.47,481.63
1235,521.55,521.55,1075.31,521.55,553.76
1236,76.08,76.08,2629.65,1141.15,99.23
1237,211.36,211.36,1835.4,634.09,400.44
1238,0.0,544.48,9499.6,544.48,8955.12
1239,62.95,62.95,155.0,62.95,92.05
1240,48.2,48.2,120.0,48.2,71.8
1241,127.11,127.11,4521.0,762.68,626.39
1242,0.0,145.02,1625.86,290.03,667.91
1243,0.0,0.0,1364.0,0.0,1364.0
1244,62.95,62.95,620.0,251.81,92.05
1245,131.45,131.45,7921.1,1314.54,660.66
1246,137.63,137.63,5591.53,963.38,661.16
1247,0.0,203.69,24603.75,5092.2,780.46
1248,126.29,126.29,699.47,126.29,573.18
1249,98.82,98.82,2678.2,395.3,570.73
1250,112.34,112.34,2678.2,449.36,557.21
1251,99.83,99.83,4017.3,598.95,569.72
1252,0.0,0.0,4963.18,0.0,2481.59
1253,0.2,0.2,17450.0,0.2,17449.8
1254,51.36,51.36,310.0,102.71,103.64
1255,68.2,68.2,380.0,136.41,121.8
1256,1164.2,1164.2,5132.3,2328.4,1401.95
1257,0.0,663.74,8169.64,2654.96,1378.67
1258,18.45,18.45,486.0,18.45,467.55
1259,339.91,339.91,3064.1,679.81,1192.14
1260,0.0,442.5,14430.0,1327.51,4367.5
1261,676.87,676.87,19801.98,7445.6,1123.31
1262,278.0,278.0,462.0,278.0,184.0
1263,96.83,96.83,325.0,96.83,228.17
1264,89.76,89.76,635.97,89.76,546.21
1265,72.34,72.34,730.17,72.34,657.83
1266,420.67,420.67,439.66,420.67,18.99
1267,401.65,401.65,9438.8,1606.58,1958.05
1268,385.09,385.09,1952.0,770.19,590.91
1269,316.19,316.19,29506.0,6323.81,1159.11
1270,0.0,0.0,900.0,0.0,900.0
1271,518.43,518.43,945.0,518.43,426.57
1272,469.53,931.02,17486.4,5553.94,1983.38
1273,208.88,208.88,2853.12,626.65,742.16
1274,0.0,67.57,600.0,337.86,52.43
1275,67.56,67.56,3259.44,202.67,1018.92
1276,57.6,57.6,630.0,115.2,257.4
1277,0.0,4604.19,25000.0,9208.38,7895.81
1278,0.0,408.31,1417.1,408.31,1008.79
1279,129.7,129.7,4320.0,778.18,590.3
1280,257.11,257.11,1726.28,514.21,606.03
1281,325.78,325.78,3250.0,1628.92,324.22
1282,332.9,332.9,4125.0,1664.51,492.1
1283,197.83,197.83,610.0,197.83,412.17
1284,178.15,178.15,610.0,178.15,431.85
1285,171.15,171.15,610.0,171.15,438.85
1286,48.2,48.2,120.13,48.2,71.93
1287,48.1,48.1,165.51,48.1,117.41
1288,0.0,654.34,27808.0,654.34,27153.66
1289,78.24,78.24,1038.0,156.48,440.76
1290,42.65,42.65,1986.24,85.31,950.47
1291,394.88,394.88,8196.78,2369.31,971.25
1292,0.0,89.98,9270.0,539.86,1455.02
1293,129.28,129.28,2949.0,387.85,853.72
1294,153.85,153.85,435.72,153.85,281.87
1295,0.0,251.47,16990.0,2514.71,1447.53
1296,0.0,277.5,14000.0,277.5,13722.5
1297,1541.46,1541.46,6591.1,1541.46,5049.64
1298,519.45,519.45,1289.0,519.45,769.55
1299,331.49,331.49,1725.0,662.99,531.01
1300,153.85,153.85,462.0,153.85,308.15
1301,264.62,264.62,1223.38,264.62,958.76
1302,199.05,199.05,3135.93,597.15,846.26
1303,0.0,330.66,3812.52,991.99,940.18
1304,97.49,97.49,1338.0,194.99,571.51
1305,48.2,48.2,250.0,96.4,76.8
1306,63.31,63.31,310.0,126.62,91.69
1307,65.16,65.16,190.0,65.16,124.84
1308,0.0,61.77,2808.5,308.87,499.93
1309,0.0,51.49,2713.25,257.43,491.16
1310,144.4,144.4,4850.0,1444.0,340.6
1311,57.6,57.6,630.0,115.2,257.4
1312,336.58,336.58,8452.4,2692.66,719.97
1313,1318.1,1318.1,2665.0,1318.1,1346.9
1314,331.49,331.49,1435.74,662.99,386.37
1315,186.16,186.16,1383.4,372.32,505.54
1316,205.2,205.2,1042.08,410.41,315.84
1317,125.68,125.68,1401.64,502.72,224.73
1318,0.0,120.76,15154.76,483.02,3667.93
1319,48.2,48.2,125.0,48.2,76.8
1320,485.13,1044.55,24952.75,2499.93,8936.55
1321,157.64,157.64,958.3,157.64,800.66
1322,63.9,63.9,802.0,63.9,738.1
1323,1292.27,1292.27,5309.11,1292.27,4016.84
1324,30.45,30.45,1392.0,60.89,665.55
1325,996.4,996.4,7205.52,3985.6,804.98
1326,0.0,961.36,9440.0,3845.43,1398.64
1327,0.0,592.18,36003.6,11843.56,1208.0
1328,936.33,936.33,23340.0,5618.0,2953.67
1329,0.0,1133.81,23340.0,6802.89,2756.19
1330,0.0,88.63,1950.0,886.28,106.37
1331,0.0,168.53,1456.86,337.07,559.9
1332,301.31,301.31,29506.0,6026.11,1173.99
1333,919.68,919.68,1318.7,919.68,399.02
1334,286.34,286.34,1009.65,286.34,723.31
1335,227.18,227.18,827.59,227.18,600.41
1336,137.33,137.33,873.75,137.33,736.42
1337,139.65,139.65,735.0,139.65,595.35
1338,280.14,280.14,13065.0,1680.81,1897.36
1339,89.98,89.98,9270.0,539.86,1455.02
1340,448.24,448.24,2220.7,448.24,1772.46
1341,0.0,0.0,7287.4,0.0,3643.7
1342,0.0,0.0,13609.08,0.0,1512.12
1343,328.36,328.36,1800.69,328.36,1472.33
1344,78.25,78.25,1158.51,78.25,1080.26
1345,0.0,253.9,7276.48,2031.23,655.66
1346,158.36,158.36,3821.52,633.45,797.02
1347,96.96,96.96,5680.0,775.7,613.04
1348,140.88,140.88,1385.5,140.88,1244.62
1349,21.39,21.39,1230.0,213.85,101.61
1350,301.12,301.12,5880.0,1806.71,678.88
1351,299.53,299.53,8820.0,2695.79,680.47
1352,499.2,499.2,1130.5,499.2,631.3
1353,79.01,79.01,465.0,237.03,75.99
1354,0.0,127.06,3722.1,762.35,493.29
1355,0.0,0.0,13688.0,0.0,13688.0
1356,293.13,293.13,2220.7,293.13,1927.57
1357,0.0,291.13,1121.7,291.13,830.57
1358,0.0,196.44,1302.15,196.44,1105.71
1359,144.4,144.4,970.0,288.8,340.6
1360,1734.88,1734.88,18482.78,1734.88,16747.9
1361,0.0,461.49,36430.0,11537.18,995.71
1362,21.39,21.39,1230.0,213.85,101.61
1363,466.2,466.2,8224.8,1864.79,1590.0
1364,57.6,57.6,315.0,57.6,257.4
1365,315.59,315.59,29506.0,6311.82,1159.71
1366,119.05,119.05,3550.0,1190.47,235.95
1367,0.0,0.0,4157.7,0.0,1385.9
1368,668.13,668.13,16132.6,6681.26,945.13
1369,37.65,37.65,1680.0,150.59,382.35
1370,0.0,360.2,2333.26,720.39,806.43
1371,0.0,366.62,1153.3,733.23,210.03
1372,144.4,144.4,485.0,144.4,340.6
1373,57.6,57.6,945.0,172.8,257.4
1374,0.0,0.0,3045.5,0.0,3045.5
1375,227.18,227.18,689.63,227.18,462.44
1376,222.14,222.14,6832.0,444.27,3193.86
1377,222.0,222.0,815.0,222.0,593.0
1378,454.72,454.72,4347.9,1364.17,994.58
1379,97.49,97.49,2371.74,584.96,297.8
1380,97.3,97.3,1064.0,389.19,168.7
1381,306.53,306.53,2622.0,1226.13,348.97
1382,0.0,355.52,1435.2,355.52,1079.68
1383,414.88,414.88,2278.45,414.88,1863.57
1384,0.0,83.4,2220.0,166.8,1026.6
1385,0.0,586.32,8224.8,2345.29,1469.88
1386,828.0,828.0,18319.5,4968.0,2225.25
1387,0.0,442.5,24050.0,2212.51,4367.5
1388,360.7,360.7,1952.0,721.39,615.3
1389,1311.27,1311.27,3730.0,1311.27,2418.73
1390,773.21,773.21,15266.25,3866.04,2280.04
1391,89.98,179.95,18540.0,1079.71,2910.05
1392,57.6,57.6,410.0,57.6,352.4
1393,0.0,2335.2,11809.98,2335.2,9474.78
1394,0.0,620.47,14968.8,3722.84,1874.33
1395,0.0,325.78,1400.0,651.57,374.22
1396,0.0,66.31,1434.0,198.93,411.69
1397,131.45,131.45,20594.86,3417.8,660.66
1398,137.63,137.63,7987.9,1376.26,661.16
1399,0.0,232.01,3647.85,1160.05,497.56
1400,236.2,236.2,3688.1,1181.01,501.42
1401,0.0,405.55,13575.0,4055.46,951.95
1402,0.0,0.0,1325.07,0.0,1325.07
1403,0.0,333.62,31710.08,5337.9,1648.26
1404,0.0,696.46,7460.0,1392.92,3033.54
1405,107.33,107.33,4880.0,1073.25,380.67
1406,0.0,681.52,3036.0,2726.1,77.48
1407,0.0,1319.88,5668.99,1319.88,4349.11
1408,0.0,99.68,2300.0,99.68,2200.32
1409,0.0,1186.76,17758.08,7120.54,1772.92
1410,0.0,317.5,1464.0,635.0,414.5
1411,226.23,226.23,1000.0,226.23,773.77
1412,4579.08,4579.08,12500.0,4579.08,7920.92
1413,78.09,78.09,9486.35,390.43,1819.18
1414,51.16,51.16,1530.0,153.49,458.84
1415,0.0,294.5,11328.0,1767.02,1593.5
1416,0.0,123.21,1317.45,369.62,315.94
1417,65.31,65.31,1851.64,130.63,860.51
1418,286.13,286.13,3821.0,572.25,1624.37
1419,421.91,421.91,4040.84,843.82,1598.51
1420,477.16,477.16,2354.14,954.32,699.91
1421,102.31,102.31,4272.0,613.88,609.69
1422,104.69,104.69,4311.6,628.12,613.91
1423,0.0,596.55,6547.05,1789.64,1585.8
1424,1884.35,1884.35,5909.84,1884.35,4025.49
1425,0.0,80.66,14060.0,806.55,1325.34
